Source File Name:	SigPro_Rock
Signal:	FFT - Usr FFT / Vib / Velocity - Magnitude

Frequency	Magnitude	Magnitude	Magnitude
[ Hz ]	[ m/s ]	[ m/s ]	[ m/s ]
139.0625	1.010893e-6	2.170419e-7	5.193521e-8
139.453125	7.996098e-7	2.192327e-7	5.900953e-8
139.84375	4.763489e-7	1.671207e-7	7.130846e-8
140.234375	7.774578e-7	1.380372e-7	6.294534e-8
140.625	8.97262e-7	1.871511e-7	3.153416e-8
141.015625	8.64116e-7	2.431898e-7	7.474756e-8
141.40625	6.311039e-7	2.390889e-7	1.076798e-7
141.796875	2.34869e-7	1.568606e-7	8.562223e-8
142.1875	1.033913e-6	1.405653e-7	4.059201e-8
142.578125	9.253285e-7	2.194162e-7	4.375998e-8
142.96875	7.146054e-7	2.501782e-7	1.072683e-7
143.359375	4.088458e-7	1.940874e-7	1.09995e-7
143.75	1.04016e-6	1.023891e-7	6.236765e-8
144.140625	1.213321e-6	2.169459e-7	1.92578e-8
144.53125	1.044214e-6	2.546793e-7	7.295174e-8
144.921875	6.658836e-7	2.342829e-7	9.148749e-8
145.3125	3.009157e-7	1.488455e-7	9.49086e-8
145.703125	1.190516e-6	1.607196e-7	2.034774e-8
146.09375	1.286793e-6	2.490428e-7	3.947783e-8
146.484375	1.094947e-6	2.686385e-7	8.571952e-8
146.875	6.657301e-7	2.238714e-7	7.885146e-8
147.265625	2.569066e-7	1.55039e-7	4.371457e-8
147.65625	1.369861e-6	2.218909e-7	5.015688e-8
148.046875	1.261413e-6	2.777974e-7	7.185986e-8
148.4375	9.479098e-7	2.826799e-7	7.847891e-8
148.828125	5.232008e-7	2.001212e-7	6.176833e-8
149.21875	1.286829e-6	1.937571e-7	6.319505e-8
149.609375	1.540676e-6	2.865818e-7	6.667231e-8
150	1.441738e-6	3.052316e-7	8.844643e-8
150.390625	9.078184e-7	2.506629e-7	1.162834e-7
150.78125	5.587889e-7	1.363797e-7	5.547339e-8
151.171875	1.547563e-6	2.376969e-7	5.080934e-8
151.5625	1.699893e-6	2.999283e-7	6.579443e-8
151.953125	1.501838e-6	3.177652e-7	8.447059e-8
152.34375	1.022433e-6	2.122532e-7	9.510699e-8
152.734375	1.382058e-6	1.842717e-7	7.531838e-8
153.125	1.857703e-6	2.58537e-7	3.032576e-8
153.515625	1.785822e-6	3.155582e-7	1.167593e-7
153.90625	1.421169e-6	2.865107e-7	1.178445e-7
154.296875	9.539584e-7	1.71528e-7	6.609372e-8
154.6875	1.631313e-6	2.361013e-7	3.276423e-8
155.078125	2.046423e-6	3.579316e-7	6.362018e-8
155.46875	1.976807e-6	3.33532e-7	1.352212e-7
155.859375	1.385281e-6	2.670229e-7	1.179037e-7
156.25	6.764114e-7	1.885121e-7	5.361112e-8
156.640625	1.854188e-6	2.867352e-7	2.233595e-8
157.03125	2.112661e-6	3.385367e-7	7.908445e-8
157.421875	1.911314e-6	2.882743e-7	1.406386e-7
157.8125	1.272058e-6	1.728312e-7	7.824431e-8
158.203125	1.493168e-6	1.940392e-7	2.142711e-8
158.59375	2.193916e-6	2.803392e-7	6.044123e-8
158.984375	2.266448e-6	2.800746e-7	1.040319e-7
159.375	1.732747e-6	2.151355e-7	1.042585e-7
159.765625	1.020867e-6	1.212466e-7	9.90922e-9
160.15625	1.858744e-6	2.258586e-7	5.366592e-8
160.546875	2.411869e-6	2.681179e-7	1.025675e-7
160.9375	2.332453e-6	2.372992e-7	9.678472e-8
161.328125	1.643393e-6	1.596012e-7	6.106981e-8
161.71875	1.510428e-6	1.613048e-7	7.699282e-8
162.109375	2.310787e-6	2.514583e-7	7.081821e-8
162.5	2.591004e-6	2.648238e-7	9.610647e-8
162.890625	2.276568e-6	2.161498e-7	7.740977e-8
163.28125	1.457855e-6	1.248595e-7	6.902697e-8
163.671875	1.826005e-6	1.863703e-7	6.134655e-8
164.0625	2.61917e-6	2.206853e-7	6.686025e-8
164.453125	2.659863e-6	2.194752e-7	7.91754e-8
